"Time","Sonar Distance Measure (mm)"
2024-06-17 21:50:13,2315
2024-06-17 22:00:13,2180
2024-06-17 22:10:12,2085
2024-06-17 22:20:14,2010
2024-06-17 22:30:12,1960
2024-06-17 22:40:13,1925
2024-06-17 22:50:13,1895
2024-06-17 23:00:15,1875
2024-06-17 23:10:13,1885
2024-06-17 23:20:14,1955
2024-06-17 23:30:17,2030
2024-06-17 23:40:14,2110
2024-06-17 23:50:12,2215
2024-06-18 00:00:13,2380
2024-06-18 00:10:12,2510
2024-06-18 00:20:13,2555
2024-06-18 00:30:12,2805
2024-06-18 00:40:13,3010
2024-06-18 00:50:12,3190
2024-06-18 01:00:14,3400
2024-06-18 01:10:12,3550
2024-06-18 01:20:14,3695
2024-06-18 10:30:13,2300
2024-06-18 10:40:12,2145
2024-06-18 10:50:13,2015
2024-06-18 11:00:13,1930
2024-06-18 11:10:12,1835
2024-06-18 11:20:13,1785
2024-06-18 11:30:12,1720
2024-06-18 11:40:13,1720
2024-06-18 11:50:13,1720
2024-06-18 12:00:17,1760
2024-06-18 12:10:13,1835
2024-06-18 12:20:15,1935
2024-06-18 12:30:17,2035
2024-06-18 12:40:13,2200
2024-06-18 12:50:13,2360
2024-06-18 13:00:13,2425
2024-06-18 13:10:13,2605
2024-06-18 13:20:12,2785
2024-06-18 13:30:18,2980
2024-06-18 13:40:13,3195
2024-06-18 13:50:13,3370
2024-06-18 14:00:18,3545
2024-06-18 14:10:12,3690
2024-06-18 14:20:13,3805
2024-06-18 14:30:13,3990
2024-06-18 14:40:12,4110
2024-06-18 14:50:13,4270
2024-06-18 15:00:12,4870
2024-06-18 15:10:13,4760
2024-06-18 15:20:12,4980
2024-06-18 15:30:12,4445
2024-06-18 15:40:13,4970
2024-06-18 15:50:12,4750
2024-06-18 16:00:12,4540
2024-06-18 16:10:13,4435
2024-06-18 16:20:12,4390
2024-06-18 16:30:13,4435
2024-06-18 16:40:13,4430
2024-06-18 16:50:12,4435
2024-06-18 17:00:13,4430
2024-06-18 17:10:14,4475
2024-06-18 17:20:18,4935
2024-06-18 17:30:12,4410
2024-06-18 17:40:13,4425
2024-06-18 17:50:13,4840
2024-06-18 18:00:13,4525
2024-06-18 18:10:12,4425
2024-06-18 18:20:13,4550
2024-06-18 18:30:13,4555
2024-06-18 18:40:12,4430
2024-06-18 18:50:13,4985
2024-06-18 19:00:12,4445
2024-06-18 19:10:12,4435
2024-06-18 19:20:13,4515
2024-06-18 19:30:12,4405
2024-06-18 19:40:14,4425
2024-06-18 19:50:12,4465
2024-06-18 20:00:13,4440
2024-06-18 20:10:13,4475
2024-06-18 20:20:12,4430
2024-06-18 20:30:13,4990
2024-06-18 20:40:13,4985
2024-06-18 20:50:12,4135
2024-06-18 21:00:13,3940
2024-06-18 21:10:12,3730
2024-06-18 21:20:13,3540
2024-06-18 21:30:13,3355
2024-06-18 21:40:12,3185
2024-06-18 21:50:13,3035
2024-06-18 22:00:14,2890
2024-06-18 22:10:13,2755
2024-06-18 22:20:12,2635
2024-06-18 22:30:13,2510
2024-06-18 22:40:12,2405
2024-06-18 22:50:13,2290
2024-06-18 23:00:13,2145
2024-06-18 23:10:12,2045
2024-06-18 23:20:13,1945
2024-06-18 23:30:12,1895
2024-06-18 23:40:13,1795
2024-06-18 23:50:13,1765
2024-06-19 00:00:12,1755
2024-06-19 00:10:13,1765
2024-06-19 00:20:13,1800
2024-06-19 00:30:12,1880
2024-06-19 00:40:13,1955
2024-06-19 00:50:12,2080
2024-06-19 01:00:17,2230
2024-06-19 01:10:13,2420
2024-06-19 01:20:13,2480
2024-06-19 01:30:12,2640
2024-06-19 01:40:13,2825
2024-06-19 01:50:12,3050
2024-06-19 02:00:12,3250
2024-06-19 02:10:13,3430
2024-06-19 11:20:13,2235
2024-06-19 11:30:13,2095
2024-06-19 11:40:12,1980
2024-06-19 11:50:13,1875
2024-06-19 12:00:13,1745
2024-06-19 12:10:12,1700
2024-06-19 12:20:13,1645
2024-06-19 12:30:13,1585
2024-06-19 12:40:12,1590
2024-06-19 12:50:18,1615
2024-06-19 13:00:13,1690
2024-06-19 13:10:13,1745
2024-06-19 13:20:13,1870
2024-06-19 13:30:12,2025
2024-06-19 13:40:13,2180
2024-06-19 13:50:13,2375
2024-06-19 14:00:12,2505
2024-06-19 14:10:13,2600
2024-06-19 14:20:18,2780
2024-06-19 14:30:12,3025
2024-06-19 14:40:13,3235
2024-06-19 14:50:13,3405
2024-06-19 15:00:13,3575
2024-06-19 15:10:13,3720
2024-06-19 15:20:12,3880
2024-06-19 15:30:13,4010
2024-06-19 15:40:12,4160
2024-06-19 15:50:13,4425
2024-06-19 16:00:13,4955
2024-06-19 16:10:12,4485
2024-06-19 16:20:13,4410
2024-06-19 16:30:12,4445
2024-06-19 16:40:12,4395
2024-06-19 16:50:18,4425
2024-06-19 17:00:12,4550
2024-06-19 17:10:13,4400
2024-06-19 17:20:17,4435
2024-06-19 17:30:13,4475
2024-06-19 17:40:13,4510
2024-06-19 17:50:12,4420
2024-06-19 18:00:13,4475
2024-06-19 18:10:12,4430
2024-06-19 18:20:13,4450
2024-06-19 18:30:12,4420
2024-06-19 18:40:13,4410
2024-06-19 18:50:13,4435
2024-06-19 19:00:12,4385
2024-06-19 19:10:13,4420
2024-06-19 19:20:13,4425
2024-06-19 19:30:12,4445
2024-06-19 19:40:13,4485
2024-06-19 19:50:13,4445
2024-06-19 20:00:12,4435
2024-06-19 20:10:13,4440
2024-06-19 20:20:13,4425
2024-06-19 20:30:13,4435
2024-06-19 20:40:13,4445
2024-06-19 20:50:18,4515
2024-06-19 21:00:13,4475
2024-06-19 21:10:12,4440
2024-06-19 21:20:13,4400
2024-06-19 21:30:12,4540
2024-06-19 21:40:13,4175
2024-06-19 21:50:13,3985
2024-06-19 22:00:12,3805
2024-06-19 22:10:13,3620
2024-06-19 22:20:12,3450
2024-06-19 22:30:13,3280
2024-06-19 22:40:13,3145
2024-06-19 22:50:12,3030
2024-06-19 23:00:13,2920
2024-06-19 23:10:12,2770
2024-06-19 23:20:12,2630
2024-06-19 23:30:13,2520
2024-06-19 23:40:12,2405
2024-06-19 23:50:13,2325
2024-06-20 00:00:12,2180
2024-06-20 00:10:13,2070
2024-06-20 00:20:13,1980
2024-06-20 00:30:13,1890
2024-06-20 00:40:13,1830
2024-06-20 00:50:12,1800
2024-06-20 01:00:13,1765
2024-06-20 01:10:13,1795
2024-06-20 01:20:12,1875
2024-06-20 01:30:13,1995
2024-06-20 01:40:13,2100
2024-06-20 01:50:12,2280
2024-06-20 02:00:13,2475
2024-06-20 02:10:12,2570
2024-06-20 02:20:13,2705
2024-06-20 02:30:13,2895
2024-06-20 02:40:12,3110
2024-06-20 02:50:13,3330
2024-06-20 03:00:13,3490
2024-06-20 03:10:12,3670
2024-06-20 03:20:13,3790
2024-06-20 03:30:17,3985
2024-06-20 03:40:13,4125
2024-06-20 03:50:12,4280
2024-06-20 04:00:13,4430
2024-06-20 04:10:13,4405
2024-06-20 04:20:12,4395
2024-06-20 04:30:13,4355
2024-06-20 04:40:12,4540
2024-06-20 04:50:12,4375
2024-06-20 05:00:13,4380
2024-06-20 05:10:12,4450
2024-06-20 05:20:13,4440
2024-06-20 05:30:13,4440
2024-06-20 05:40:12,4455
2024-06-20 05:50:13,4445
2024-06-20 06:00:13,4425
2024-06-20 06:10:12,4465
2024-06-20 06:20:13,4460
2024-06-20 06:30:12,4445
2024-06-20 06:40:13,4435
2024-06-20 06:50:13,4440
2024-06-20 07:00:12,4430
2024-06-20 07:10:13,4430
2024-06-20 07:20:13,4440
2024-06-20 07:30:12,4420
2024-06-20 07:40:13,4510
2024-06-20 07:50:22,4435
2024-06-20 08:00:13,4445
2024-06-20 08:10:13,4450
2024-06-20 08:20:12,4445
2024-06-20 08:30:18,4435
2024-06-20 08:40:12,4440
2024-06-20 08:50:13,4430
2024-06-20 09:00:12,4415
2024-06-20 09:10:13,4440
2024-06-20 09:20:12,4410
2024-06-20 09:30:12,4435
2024-06-20 09:40:13,4420
2024-06-20 09:50:12,4445
2024-06-20 10:00:13,4420
2024-06-20 10:10:13,4420
2024-06-20 10:20:12,4085
2024-06-20 10:30:13,3875
2024-06-20 10:40:12,3665
2024-06-20 10:50:13,3455
2024-06-20 11:00:13,3260
2024-06-20 11:10:12,3085
2024-06-20 11:20:13,2920
2024-06-20 11:30:12,2750
2024-06-20 11:40:13,2615
2024-06-20 11:50:13,2485
2024-06-20 12:00:12,2270
2024-06-20 12:10:13,2145
2024-06-20 12:20:12,2005
2024-06-20 12:30:18,1895
2024-06-20 12:40:13,1730
2024-06-20 12:50:12,1640
2024-06-20 13:00:13,1530
2024-06-20 13:10:13,1480
2024-06-20 13:20:12,1440
2024-06-20 13:30:13,1440
2024-06-20 13:40:12,1480
2024-06-20 13:50:13,1565
2024-06-20 14:00:13,1665
2024-06-20 14:10:13,1805
2024-06-20 14:20:12,1955
2024-06-20 14:30:13,2160
2024-06-20 14:40:12,2355
2024-06-20 14:50:13,2555
2024-06-20 15:00:13,2675
2024-06-20 15:10:12,2835
2024-06-20 15:20:13,3050
2024-06-20 15:30:13,3240
2024-06-20 15:40:12,3425
2024-06-20 15:50:13,3595
2024-06-20 16:00:13,3745
2024-06-20 16:10:12,3905
2024-06-20 16:20:13,4055
2024-06-20 16:30:12,4200
2024-06-20 16:40:13,5005
2024-06-20 16:50:13,4410
2024-06-20 17:00:18,4415
2024-06-20 17:10:13,4410
2024-06-20 17:20:13,4905
2024-06-20 17:30:12,4415
2024-06-20 17:40:13,4890
2024-06-20 17:50:13,4400
2024-06-20 18:00:12,4440
2024-06-20 18:10:13,4420
2024-06-20 18:20:12,4445
2024-06-20 18:30:12,4380
2024-06-20 18:40:13,4475
2024-06-20 18:50:13,4465
2024-06-20 19:00:13,4515
2024-06-20 19:10:12,4410
2024-06-20 19:20:13,4415
2024-06-20 19:30:12,4430
2024-06-20 19:40:13,4425
2024-06-20 19:50:13,4425
2024-06-20 20:00:12,4435
2024-06-20 20:10:13,4420
2024-06-20 20:20:13,4390
2024-06-20 20:30:12,4565
2024-06-20 20:40:12,4430
2024-06-20 20:50:13,4440
2024-06-20 21:00:12,4395
2024-06-20 21:10:12,4440
2024-06-20 22:20:12,4150
2024-06-20 22:30:12,3935
2024-06-20 22:40:18,3735
2024-06-20 22:50:13,3530
2024-06-20 23:00:13,3330
2024-06-20 23:10:13,3165
2024-06-20 23:20:13,3030
2024-06-20 23:30:13,2915
2024-06-20 23:40:13,2785
2024-06-20 23:50:12,2655
2024-06-21 00:00:13,2535
2024-06-21 00:10:12,2435
2024-06-21 00:20:13,2285
2024-06-21 00:30:12,2130
2024-06-21 00:40:12,2000
2024-06-21 00:50:13,1880
2024-06-21 01:00:12,1745
2024-06-21 01:10:13,1650
2024-06-21 01:20:13,1550
2024-06-21 01:30:12,1540
2024-06-21 01:40:13,1515
2024-06-21 02:50:13,2385
2024-06-21 03:00:13,2445
2024-06-21 03:10:13,2650
2024-06-21 03:20:13,2860
2024-06-21 03:30:12,3100
2024-06-21 03:40:13,3305
2024-06-21 03:50:12,3480
2024-06-21 04:00:12,3640
2024-06-21 04:10:13,3790
2024-06-21 05:20:13,4460
2024-06-21 05:30:13,4430
2024-06-21 05:40:13,4440
2024-06-21 05:50:13,4455
2024-06-21 06:00:12,4430
2024-06-21 06:10:13,4405
2024-06-21 06:20:12,4425
2024-06-21 06:30:12,4415
2024-06-21 06:40:13,4425
2024-06-21 06:50:12,4410
2024-06-21 07:00:13,4460
2024-06-21 07:10:13,4440
2024-06-21 07:20:12,4425
2024-06-21 07:30:13,4430
2024-06-21 07:40:12,4425
2024-06-21 07:50:13,4435
2024-06-21 08:00:17,4395
2024-06-21 08:10:13,4410
2024-06-21 08:20:13,4470
2024-06-21 08:30:12,4420
2024-06-21 08:40:12,4430
2024-06-21 08:50:13,4445
2024-06-21 09:00:12,4445
2024-06-21 09:10:13,4805
2024-06-21 09:20:13,4395
2024-06-21 09:30:12,4415
2024-06-21 09:40:13,4480
2024-06-21 09:50:12,4415
2024-06-21 10:00:12,4440
2024-06-21 10:10:19,4400
2024-06-21 10:20:13,4415
2024-06-21 10:30:12,4410
2024-06-21 10:40:13,4430
2024-06-21 10:50:12,4870
2024-06-21 11:00:12,4115
2024-06-21 11:10:13,3865
2024-06-21 11:20:12,3610
2024-06-21 11:30:13,3520
2024-06-21 11:40:13,3260
2024-06-21 11:50:12,3125
2024-06-21 12:00:13,2890
2024-06-21 12:10:13,2740
2024-06-21 12:20:12,2595
2024-06-21 12:30:13,2435
2024-06-21 12:40:12,2290
2024-06-21 12:50:12,2115
2024-06-21 13:00:13,1980
2024-06-21 13:10:12,1835
2024-06-21 13:20:13,1690
2024-06-21 13:30:12,1580
2024-06-21 13:40:13,1470
2024-06-21 13:50:13,1395
2024-06-21 14:00:12,1355
2024-06-21 14:10:13,1360
2024-06-21 14:20:12,1415
2024-06-21 14:30:13,1500
2024-06-21 14:40:12,1605
2024-06-21 14:50:13,1750
2024-06-21 15:00:13,1925
2024-06-21 15:10:12,2120
2024-06-21 15:20:13,2325
2024-06-21 15:30:13,2450
2024-06-21 15:40:12,2605
2024-06-21 15:50:13,2805
2024-06-21 16:00:12,3025
2024-06-21 16:10:13,3265
2024-06-21 16:20:13,3410
2024-06-21 16:30:12,3585
2024-06-21 16:40:13,3750
2024-06-21 16:50:13,3905
2024-06-21 17:00:12,4095
2024-06-21 17:10:13,4990
2024-06-21 17:20:12,4800
2024-06-21 17:30:12,4490
2024-06-21 17:40:13,4415
2024-06-21 17:50:12,4435
2024-06-21 18:00:12,4405
2024-06-21 18:10:13,4435
2024-06-21 18:20:13,4445
2024-06-21 18:30:13,4410
2024-06-21 18:40:12,4460
2024-06-21 18:50:13,4420
2024-06-21 19:00:12,4465
2024-06-21 19:10:13,4535
2024-06-21 19:20:13,4420
2024-06-21 19:30:12,4540
2024-06-21 19:40:13,4490
2024-06-21 19:50:12,4430
2024-06-21 20:00:12,4415
2024-06-21 20:10:13,4505
2024-06-21 20:20:17,4935
2024-06-21 20:30:12,4475
2024-06-21 20:40:13,4425
2024-06-21 20:50:17,4430
2024-06-21 21:00:13,4515
2024-06-21 21:10:13,4945
2024-06-21 21:20:12,4425
2024-06-21 21:30:13,4425
2024-06-21 21:40:12,4435
2024-06-21 21:50:13,5045
2024-06-21 22:00:13,4405
2024-06-21 22:10:12,4505
2024-06-21 22:20:13,4420
2024-06-21 22:30:13,4425
2024-06-21 22:40:13,4505
2024-06-21 22:50:13,4405
2024-06-21 23:00:12,4435
2024-06-21 23:10:13,4425
2024-06-21 23:20:12,4445
2024-06-21 23:30:12,4255
2024-06-21 23:40:18,3940
2024-06-21 23:50:12,3725
2024-06-22 00:00:12,3505
2024-06-22 00:10:13,3285
2024-06-22 00:20:12,3070
2024-06-22 00:30:12,2885
2024-06-22 00:40:13,2705
2024-06-22 00:50:12,2505
2024-06-22 01:00:13,2325
2024-06-22 01:10:12,2135
2024-06-22 01:20:12,1955
2024-06-22 01:30:13,1790
2024-06-22 01:40:12,1645
2024-06-22 01:50:12,1535
2024-06-22 02:00:13,1435
2024-06-22 02:10:12,1365
2024-06-22 02:20:13,1345
2024-06-22 02:30:13,1370
2024-06-22 02:40:12,1430
2024-06-22 02:50:13,1515
2024-06-22 03:00:12,1640
2024-06-22 03:10:13,1790
2024-06-22 03:20:13,1965
2024-06-22 03:30:12,2155
2024-06-22 03:40:13,2360
2024-06-22 03:50:13,2445
2024-06-22 04:00:12,2645
2024-06-22 04:10:13,2840
2024-06-22 04:20:12,3095
2024-06-22 04:30:12,3315
2024-06-22 04:40:13,3495
2024-06-22 04:50:12,3665
2024-06-22 05:00:13,3845
2024-06-22 05:10:13,3980
2024-06-22 05:20:13,4140
2024-06-22 05:30:12,4970
2024-06-22 05:40:13,4465
2024-06-22 05:50:13,4430
2024-06-22 06:00:12,4525
2024-06-22 06:10:13,4425
2024-06-22 06:20:12,4475
2024-06-22 06:30:13,4505
2024-06-22 06:40:13,4420
2024-06-22 06:50:13,4435
2024-06-22 07:00:13,4930
2024-06-22 07:10:12,4480
2024-06-22 07:20:13,4450
2024-06-22 07:30:12,4400
2024-06-22 07:40:13,4415
2024-06-22 07:50:12,4425
2024-06-22 08:00:13,4425
2024-06-22 08:10:12,4420
2024-06-22 08:20:13,4430
2024-06-22 08:30:13,4895
2024-06-22 08:40:12,4420
2024-06-22 08:50:13,4420
2024-06-22 09:00:13,4420
2024-06-22 09:10:12,4455
2024-06-22 09:20:13,4420
2024-06-22 09:30:12,4450
2024-06-22 09:40:12,4420
2024-06-22 09:50:13,4415
2024-06-22 10:00:12,4430
2024-06-22 10:10:12,4470
2024-06-22 10:20:13,4415
2024-06-22 10:30:12,4425
2024-06-22 10:40:12,4420
2024-06-22 10:50:13,4410
2024-06-22 11:00:12,4370
2024-06-22 11:10:13,4455
2024-06-22 11:20:17,4400
2024-06-22 11:30:12,4895
2024-06-22 11:40:13,3990
2024-06-22 11:50:13,3710
2024-06-22 12:00:13,3445
2024-06-22 12:10:12,3210
2024-06-22 12:20:13,2985
2024-06-22 12:30:13,2795
2024-06-22 12:40:12,2620
2024-06-22 12:50:13,2460
2024-06-22 13:00:13,2300
2024-06-22 13:10:13,2130
2024-06-22 13:20:17,1970
2024-06-22 13:30:12,1815
2024-06-22 13:40:13,1665
2024-06-22 13:50:12,1520
2024-06-22 14:00:13,1395
2024-06-22 14:10:12,1240
2024-06-22 14:20:13,1165
2024-06-22 14:30:13,1120
2024-06-22 14:40:12,1125
2024-06-22 14:50:17,1170
2024-06-22 15:00:13,1235
2024-06-22 15:10:12,1340
2024-06-22 15:20:13,1480
2024-06-22 15:30:13,1675
2024-06-22 15:40:12,1880
2024-06-22 15:50:13,2095
2024-06-22 16:00:13,2295
2024-06-22 16:10:12,2400
2024-06-22 16:20:12,2535
2024-06-22 16:30:13,2760
2024-06-22 16:40:12,3005
2024-06-22 16:50:13,3210
2024-06-22 17:00:13,3400
2024-06-22 17:10:12,3570
2024-06-22 17:20:13,3730
2024-06-22 17:30:12,3895
2024-06-22 17:40:12,4045
2024-06-22 17:50:13,4930
2024-06-22 18:00:12,4990
2024-06-22 18:10:13,4410
2024-06-22 18:20:12,4410
2024-06-22 18:30:12,4445
2024-06-22 18:40:13,4445
2024-06-22 18:50:12,4395
2024-06-22 19:00:13,4415
2024-06-22 19:10:13,4415
2024-06-22 19:20:13,4745
2024-06-22 19:30:13,4905
2024-06-22 19:40:12,4425
2024-06-22 19:50:13,4405
2024-06-22 20:00:12,4415
2024-06-22 20:10:12,4420
2024-06-22 20:20:13,4420
2024-06-22 20:30:12,4470
2024-06-22 20:40:13,4380
2024-06-22 20:50:24,4440
2024-06-22 21:00:12,4420
2024-06-22 21:10:13,4425
2024-06-22 21:20:13,4415
2024-06-22 21:30:12,4560
2024-06-22 21:40:13,4410
2024-06-22 21:50:12,4425
2024-06-22 22:00:13,4510
2024-06-22 22:10:12,4420
2024-06-22 22:20:13,4480
2024-06-22 23:30:13,4440
2024-06-22 23:40:13,4440
2024-06-22 23:50:12,4430
2024-06-23 00:00:13,4905
2024-06-23 00:10:12,3990
2024-06-23 00:20:13,3835
2024-06-23 00:30:12,3585
2024-06-23 00:40:12,3360
2024-06-23 00:50:13,3160
2024-06-23 01:00:12,2900
2024-06-23 01:10:18,2695
2024-06-23 01:20:13,2515
2024-06-23 01:30:13,2345
2024-06-23 01:40:13,2145
2024-06-23 01:50:12,1960
2024-06-23 02:00:13,1760
2024-06-23 02:10:12,1595
2024-06-23 02:20:13,1435
2024-06-23 02:30:13,1310
2024-06-23 02:40:12,1185
2024-06-23 02:50:13,1135
2024-06-23 03:00:12,1120
2024-06-23 03:10:13,1150
2024-06-23 03:20:13,1210
2024-06-23 03:30:12,1300
2024-06-23 03:40:13,1420
2024-06-23 03:50:12,1595
2024-06-23 04:00:13,1790
2024-06-23 04:10:13,2000
2024-06-23 04:20:12,2215
2024-06-23 04:30:13,2445
2024-06-23 04:40:13,2540
2024-06-23 04:50:13,2740
2024-06-23 05:00:12,2985
2024-06-23 05:10:13,3190
2024-06-23 05:20:12,3385
2024-06-23 05:30:13,3565
2024-06-23 05:40:12,3735
2024-06-23 05:50:17,3870
2024-06-23 06:00:13,4050
2024-06-23 06:10:13,4890
2024-06-23 06:20:13,4965
2024-06-23 06:30:12,4515
2024-06-23 06:40:13,4410
2024-06-23 06:50:13,4415
2024-06-23 07:00:12,4500
2024-06-23 07:10:13,4415
2024-06-23 07:20:13,4495
2024-06-23 07:30:12,4410
2024-06-23 07:40:13,4445
2024-06-23 07:50:13,4845
2024-06-23 08:00:13,4430
2024-06-23 08:10:12,4405
2024-06-23 08:20:13,4775
2024-06-23 08:30:13,4400
2024-06-23 08:40:13,4425
2024-06-23 08:50:13,4410
2024-06-23 09:00:12,4430
2024-06-23 09:10:13,4415
2024-06-23 09:20:13,4450
2024-06-23 09:30:13,4535
2024-06-23 09:40:12,4410
2024-06-23 09:50:13,4405
2024-06-23 10:00:13,4385
2024-06-23 10:10:12,4410
2024-06-23 10:20:13,4465
2024-06-23 10:30:12,4405
2024-06-23 10:40:13,4480
2024-06-23 10:50:13,4500
2024-06-23 11:00:13,4405
2024-06-23 11:10:13,4460
2024-06-23 11:20:12,4475
2024-06-23 11:30:13,4415
2024-06-23 11:40:12,4410
2024-06-23 11:50:12,4395
2024-06-23 12:00:13,4410
2024-06-23 12:10:12,4395
2024-06-23 12:20:13,4115
2024-06-23 12:30:17,3860
2024-06-23 12:40:17,3595
2024-06-23 12:50:13,3345
2024-06-23 13:00:12,3165
2024-06-23 13:10:13,2935
2024-06-23 13:20:12,2750
2024-06-23 13:30:12,2570
2024-06-23 13:40:13,2420
2024-06-23 13:50:12,2230
2024-06-23 14:00:13,2080
2024-06-23 14:10:12,1925
2024-06-23 14:20:12,1750
2024-06-23 14:30:13,1590
2024-06-23 14:40:12,1430
2024-06-23 14:50:13,1285
2024-06-23 15:00:13,1165
2024-06-23 15:10:17,1075
2024-06-23 15:20:13,1065
2024-06-23 15:30:12,1065
2024-06-23 15:40:13,1100
2024-06-23 15:50:13,1200
2024-06-23 16:00:12,1290
2024-06-23 16:10:13,1450
2024-06-23 16:20:13,1655
2024-06-23 16:30:12,1885
2024-06-23 16:40:13,2105
2024-06-23 16:50:13,2300
2024-06-23 17:00:12,2405
2024-06-23 17:10:13,2550
2024-06-23 17:20:12,2810
2024-06-23 17:30:12,3045
2024-06-23 17:40:13,3265
2024-06-23 17:50:12,3440
2024-06-23 18:00:13,3615
2024-06-23 18:10:13,3760
2024-06-23 18:20:12,3945
2024-06-23 18:30:13,4085
2024-06-23 18:40:13,4930
2024-06-23 18:50:12,4420
2024-06-23 19:00:13,4420
2024-06-23 19:10:12,4400
2024-06-23 19:20:13,4460
2024-06-23 19:30:12,4410
2024-06-23 19:40:13,4405
2024-06-23 19:50:18,4400
2024-06-23 20:00:12,4400
2024-06-23 20:10:13,4415
2024-06-23 20:20:14,4515
2024-06-23 20:30:13,4360
2024-06-23 20:40:12,4510
2024-06-23 20:50:13,4420
2024-06-23 21:00:12,4415
2024-06-23 21:10:13,4480
2024-06-23 21:20:13,4445
2024-06-23 21:30:12,4440
2024-06-23 21:40:13,4545
2024-06-23 21:50:12,4420
2024-06-23 22:00:13,4400
2024-06-23 22:10:13,4375
2024-06-23 22:20:13,4410
2024-06-23 22:30:12,4455
2024-06-23 22:40:13,4415
2024-06-23 22:50:13,4420
2024-06-23 23:00:17,4515
2024-06-23 23:10:18,4400
2024-06-23 23:20:12,4415
2024-06-23 23:30:12,4420
2024-06-23 23:40:13,4440
2024-06-23 23:50:12,4420
2024-06-24 00:00:13,4415
2024-06-24 00:10:13,4415
2024-06-24 00:20:12,4435
2024-06-24 00:30:13,4375
2024-06-24 00:40:12,4475
2024-06-24 00:50:13,4195
2024-06-24 01:00:13,3915
2024-06-24 01:10:12,3665
2024-06-24 01:20:13,3395
2024-06-24 01:30:13,3215
2024-06-24 01:40:13,2955
2024-06-24 01:50:13,2735
2024-06-24 02:00:12,2560
2024-06-24 02:10:17,2375
2024-06-24 02:20:13,2190
2024-06-24 02:30:12,1990
2024-06-24 02:40:13,1785
2024-06-24 02:50:12,1605
2024-06-24 03:00:13,1435
2024-06-24 03:10:12,1270
2024-06-24 03:20:13,1135
2024-06-24 03:30:13,1060
2024-06-24 03:40:12,1020
2024-06-24 03:50:13,1035
2024-06-24 04:00:13,1075
2024-06-24 04:10:12,1145
2024-06-24 04:20:13,1245
2024-06-24 04:30:12,1405
2024-06-24 04:40:13,1570
2024-06-24 04:50:13,1800
2024-06-24 05:00:12,2040
2024-06-24 05:10:13,2245
2024-06-24 05:20:12,2415
2024-06-24 05:30:13,2540
2024-06-24 05:40:13,2765
2024-06-24 05:50:12,2980
2024-06-24 06:00:13,3180
2024-06-24 06:10:13,3415
2024-06-24 06:20:12,3620
2024-06-24 06:30:13,3795
2024-06-24 06:40:12,3970
2024-06-24 06:50:13,4135
2024-06-24 07:00:13,4995
2024-06-24 07:10:12,4430
2024-06-24 07:20:13,4405
2024-06-24 07:30:13,4435
2024-06-24 07:40:12,4400
2024-06-24 07:50:13,4475
2024-06-24 08:00:12,4415
2024-06-24 08:10:13,4400
2024-06-24 08:20:13,4410
2024-06-24 08:30:12,4395
2024-06-24 08:40:13,4485
2024-06-24 08:50:13,4410
2024-06-24 09:00:12,4465
2024-06-24 09:10:13,4920
2024-06-24 09:20:12,4395
2024-06-24 09:30:12,4400
2024-06-24 09:40:13,4865
2024-06-24 09:50:12,4395
2024-06-24 10:00:13,4405
2024-06-24 10:10:12,4435
2024-06-24 10:20:12,4420
2024-06-24 10:30:13,4505
2024-06-24 10:40:12,4535
2024-06-24 10:50:13,4405
2024-06-24 11:00:13,4395
2024-06-24 11:10:12,4415
2024-06-24 11:20:13,4470
2024-06-24 11:30:12,4410
2024-06-24 11:40:13,4835
2024-06-24 11:50:13,4430
2024-06-24 12:00:12,4440
2024-06-24 12:10:13,4395
2024-06-24 12:20:12,4395
2024-06-24 12:30:12,4440
2024-06-24 12:40:13,4485
2024-06-24 12:50:13,4450
2024-06-24 13:00:13,4995
2024-06-24 13:10:12,4015
2024-06-24 13:20:13,3745
2024-06-24 13:30:12,3495
2024-06-24 13:40:18,3275
2024-06-24 13:50:13,3055
2024-06-24 14:00:12,2875
2024-06-24 14:10:13,2690
2024-06-24 14:20:13,2555
2024-06-24 14:30:13,2405
2024-06-24 14:40:12,2275
2024-06-24 14:50:13,2070
2024-06-24 15:00:13,1915
2024-06-24 15:10:12,1760
2024-06-24 15:20:12,1605
2024-06-24 15:30:13,1450
2024-06-24 15:40:13,1295
2024-06-24 15:50:13,1170
2024-06-24 16:00:12,1100
2024-06-24 16:10:13,1115
2024-06-24 16:20:13,1160
2024-06-24 16:30:13,1230
2024-06-24 16:40:12,1320
2024-06-24 16:50:13,1470
2024-06-24 17:00:13,1670
2024-06-24 17:10:12,1870
2024-06-24 17:20:13,2105
2024-06-24 17:30:13,2310
2024-06-24 17:40:12,2430
2024-06-24 17:50:18,2595
2024-06-24 18:00:13,2795
2024-06-24 18:10:12,3020
2024-06-24 18:20:13,3255
2024-06-24 18:30:12,3475
2024-06-24 18:40:13,3655
2024-06-24 18:50:12,3850
2024-06-24 19:00:13,3955
2024-06-24 19:10:12,4200
2024-06-24 19:20:12,4890
2024-06-24 19:30:13,4370
2024-06-24 19:40:13,4415
2024-06-24 19:50:12,4420
2024-06-24 20:00:13,4415
2024-06-24 20:10:13,4415
2024-06-24 20:20:17,4445
2024-06-24 20:30:13,4430
2024-06-24 20:40:12,4435
2024-06-24 20:50:13,4425
2024-06-24 21:00:13,4390
2024-06-24 21:10:13,4390
