"Time","Sonar Distance Measure (mm)"
2024-01-17 07:50:12,3290
2024-01-17 16:00:13,2545
2024-01-17 16:10:13,2370
2024-01-17 16:20:13,2175
2024-01-17 16:30:12,1990
2024-01-17 16:40:13,1775
2024-01-17 16:50:13,1605
2024-01-17 17:00:12,1440
2024-01-17 17:10:12,1250
2024-01-17 17:20:13,1075
2024-01-17 17:30:13,915
2024-01-17 17:40:13,840
2024-01-17 17:50:12,815
2024-01-17 18:00:12,805
2024-01-17 18:10:12,785
2024-01-17 18:20:13,805
2024-01-17 18:30:13,930
2024-01-17 18:40:13,1080
2024-01-17 18:50:13,1240
2024-01-17 19:00:12,1410
2024-01-17 19:10:12,1585
2024-01-17 19:20:13,1790
2024-01-17 19:30:12,2020
2024-01-17 19:40:12,2220
2024-01-18 03:50:14,2330
2024-01-18 04:00:13,2215
2024-01-18 04:10:12,2105
2024-01-18 04:20:13,2030
2024-01-18 04:30:13,1970
2024-01-18 04:40:12,1925
2024-01-18 04:50:13,1825
2024-01-18 05:00:13,1740
2024-01-18 05:10:12,1640
2024-01-18 05:20:12,1565
2024-01-18 05:30:13,1480
2024-01-18 05:40:13,1435
2024-01-18 05:50:12,1375
2024-01-18 06:00:12,1320
2024-01-18 06:10:13,1315
2024-01-18 06:20:13,1350
2024-01-18 06:30:12,1390
2024-01-18 06:40:13,1480
2024-01-18 06:50:13,1530
2024-01-18 07:00:12,1635
2024-01-18 07:10:13,1770
2024-01-18 07:20:13,1945
2024-01-18 07:30:12,2145
2024-01-18 07:40:13,2240
2024-01-18 07:50:13,2365
2024-01-18 08:00:12,2565
2024-01-18 08:10:12,2770
2024-01-18 08:20:13,3020
2024-01-18 08:30:13,3230
2024-01-18 08:40:12,3430
2024-01-18 08:50:13,3635
2024-01-18 17:00:12,2785
2024-01-18 17:10:12,2605
2024-01-18 17:20:13,2435
2024-01-18 17:30:13,2260
2024-01-18 17:40:12,2080
2024-01-18 17:50:12,1910
2024-01-18 18:00:13,1765
2024-01-18 18:10:13,1630
2024-01-18 18:20:12,1485
2024-01-18 18:30:12,1370
2024-01-18 18:40:13,1285
2024-01-18 18:50:13,1230
2024-01-18 19:00:12,1250
2024-01-18 19:10:17,1285
2024-01-18 19:20:13,1355
2024-01-18 19:30:13,1460
2024-01-18 19:40:12,1585
2024-01-18 19:50:12,1720
2024-01-18 20:00:13,1915
2024-01-18 20:10:12,2110
2024-01-18 20:20:13,2265
2024-01-19 04:30:13,2620
2024-01-19 04:40:12,2510
2024-01-19 04:50:13,2355
2024-01-19 05:00:13,2260
2024-01-19 05:10:12,2130
2024-01-19 05:20:13,2055
2024-01-19 05:30:13,1945
2024-01-19 05:40:12,1865
2024-01-19 05:50:12,1780
2024-01-19 06:00:12,1715
2024-01-19 06:10:13,1620
2024-01-19 06:20:13,1575
2024-01-19 06:30:12,1495
2024-01-19 06:40:12,1460
2024-01-19 06:50:13,1395
2024-01-19 07:00:13,1430
2024-01-19 07:10:12,1435
2024-01-19 07:20:13,1480
2024-01-19 07:30:12,1540
2024-01-19 07:40:12,1620
2024-01-19 07:50:13,1700
2024-01-19 08:00:13,1835
2024-01-19 08:10:18,1920
2024-01-19 08:20:12,2120
2024-01-19 08:30:12,2250
2024-01-19 08:40:13,2345
2024-01-19 08:50:13,2555
2024-01-19 09:00:13,2770
2024-01-19 17:10:12,4060
2024-01-19 17:20:12,3880
2024-01-19 17:30:12,3620
2024-01-19 17:40:13,3515
2024-01-19 17:50:13,3320
2024-01-19 18:00:13,3130
2024-01-19 18:10:13,2955
2024-01-19 18:20:13,2745
2024-01-19 18:30:12,2560
2024-01-19 18:40:12,2430
2024-01-19 18:50:12,2290
2024-01-19 19:00:13,2145
2024-01-19 19:10:13,2005
2024-01-19 19:20:13,1890
2024-01-19 19:30:13,1825
2024-01-19 19:40:13,1775
2024-01-19 19:50:12,1740
2024-01-19 20:00:12,1720
2024-01-19 20:10:13,1740
2024-01-19 20:20:12,1835
2024-01-19 20:30:12,1945
2024-01-19 20:40:12,2070
2024-01-19 20:50:12,2205
2024-01-19 21:00:13,2330
2024-01-19 21:10:23,2410
2024-01-19 21:20:12,2565
2024-01-19 21:30:12,2765
2024-01-19 21:40:12,2975
2024-01-20 05:50:13,2885
2024-01-20 06:00:13,2780
2024-01-20 06:10:13,2680
2024-01-20 06:20:13,2580
2024-01-20 06:30:12,2495
2024-01-20 06:40:12,2395
2024-01-20 06:50:13,2305
2024-01-20 07:00:13,2225
2024-01-20 07:10:13,2160
2024-01-20 07:30:12,2035
2024-01-20 07:40:12,1960
2024-01-20 07:50:13,1920
2024-01-20 08:00:13,1890
2024-01-20 08:10:12,1885
2024-01-20 08:20:12,1910
2024-01-20 08:30:13,2005
2024-01-20 08:40:13,2135
2024-01-20 08:50:12,2235
2024-01-20 09:00:13,2340
2024-01-20 09:10:13,2470
2024-01-20 09:20:13,2535
2024-01-20 09:30:12,2695
2024-01-20 09:40:12,2895
2024-01-20 09:50:12,3095
2024-01-20 10:00:13,3280
2024-01-20 10:10:23,3455
2024-01-20 10:20:12,3605
2024-01-20 18:50:13,4050
2024-01-20 19:00:12,3935
2024-01-20 19:10:13,3725
2024-01-20 19:20:12,3515
2024-01-20 19:30:13,3290
2024-01-20 19:40:12,3085
2024-01-20 19:50:13,2875
2024-01-20 20:00:13,2690
2024-01-20 20:10:13,2555
2024-01-20 20:20:13,2430
2024-01-20 20:30:12,2320
2024-01-20 20:40:13,2205
2024-01-20 20:50:13,2135
2024-01-20 21:00:12,2120
2024-01-20 21:10:13,2120
2024-01-20 21:20:13,2150
2024-01-20 21:30:13,2210
2024-01-20 21:40:12,2280
2024-01-20 21:50:13,2405
2024-01-20 22:00:12,2540
2024-01-20 22:10:13,2605
2024-01-20 22:20:12,2750
2024-01-20 22:30:13,2955
2024-01-20 22:40:13,3135
2024-01-20 22:50:13,3335
2024-01-21 07:00:13,3425
2024-01-21 07:10:12,3280
2024-01-21 07:20:12,3140
2024-01-21 07:30:13,3025
2024-01-21 07:40:12,2890
2024-01-21 07:50:13,2795
2024-01-21 08:00:13,2705
2024-01-21 08:10:12,2600
2024-01-21 08:20:13,2535
2024-01-21 08:30:13,2430
2024-01-21 08:40:12,2375
2024-01-21 08:50:13,2395
2024-01-21 09:00:12,2415
2024-01-21 09:10:13,2450
2024-01-21 09:20:13,2510
2024-01-21 09:30:12,2540
2024-01-21 09:40:12,2620
2024-01-21 09:50:13,2680
2024-01-21 10:00:12,2735
2024-01-21 10:10:13,2905
2024-01-21 10:20:13,3085
2024-01-21 10:30:12,3260
2024-01-21 10:40:13,3420
2024-01-21 10:50:13,3575
2024-01-21 11:00:12,3745
2024-01-21 11:10:13,3895
2024-01-21 11:20:13,3980
2024-01-21 19:50:13,3860
2024-01-21 20:00:13,3690
2024-01-21 20:10:12,3445
2024-01-21 20:20:13,3230
2024-01-21 20:30:13,2990
2024-01-21 20:40:12,2790
2024-01-21 20:50:13,2645
2024-01-21 21:00:13,2535
2024-01-21 21:10:12,2480
2024-01-21 21:20:13,2380
2024-01-21 21:30:13,2300
2024-01-21 21:40:12,2275
2024-01-21 21:50:13,2270
2024-01-21 22:00:13,2315
2024-01-21 22:10:12,2370
2024-01-21 22:20:13,2480
2024-01-21 22:30:13,2465
2024-01-21 22:40:12,2565
2024-01-21 22:50:13,2680
2024-01-21 23:00:12,2865
2024-01-21 23:10:12,3025
2024-01-21 23:20:13,3180
2024-01-21 23:30:12,3335
2024-01-21 23:40:12,3505
2024-01-21 23:50:13,3650
2024-01-22 09:20:12,3540
2024-01-22 09:30:13,3305
2024-01-22 09:40:13,3005
2024-01-22 09:50:13,2780
2024-01-22 10:00:13,2620
2024-01-22 10:10:12,2475
2024-01-22 10:20:13,2385
2024-01-22 10:30:13,2260
2024-01-22 10:40:12,2200
2024-01-22 10:50:13,2125
2024-01-22 11:00:13,2105
2024-01-22 11:10:12,2115
2024-01-22 11:20:13,2215
2024-01-22 11:30:12,2255
2024-01-22 11:40:12,2240
2024-01-22 11:50:13,2375
2024-01-22 12:00:12,2550
2024-01-22 12:10:12,2705
2024-01-22 12:20:13,2885
2024-01-22 20:30:12,2515
2024-01-22 20:40:13,2420
2024-01-22 20:50:12,2300
2024-01-22 21:00:12,2130
2024-01-22 21:10:13,1915
2024-01-22 21:20:13,1800
2024-01-22 21:30:12,1745
2024-01-22 21:40:13,1695
2024-01-22 21:50:12,1630
2024-01-22 22:00:13,1525
2024-01-22 22:10:13,1455
2024-01-22 22:20:12,1445
2024-01-22 22:30:13,1445
2024-01-22 22:40:13,1425
2024-01-22 22:50:12,1365
2024-01-22 23:00:13,1335
2024-01-22 23:10:13,1370
2024-01-22 23:20:13,1465
2024-01-22 23:30:13,1560
2024-01-22 23:40:12,1625
2024-01-22 23:50:13,1615
2024-01-23 00:00:13,1700
2024-01-23 00:10:12,1870
2024-01-23 00:20:12,2030
2024-01-23 00:30:13,2175
2024-01-23 00:40:13,2330
2024-01-23 00:50:13,2505
2024-01-23 01:00:13,2685
2024-01-23 01:10:12,2895
2024-01-23 01:20:12,3055
2024-01-23 01:30:13,3205
2024-01-23 09:40:13,2505
2024-01-23 09:50:12,2360
2024-01-23 10:00:12,2185
2024-01-23 10:10:13,2020
2024-01-23 10:20:13,1840
2024-01-23 10:30:12,1690
2024-01-23 10:40:13,1580
2024-01-23 10:50:13,1515
2024-01-23 11:00:12,1410
2024-01-23 11:10:13,1305
2024-01-23 11:20:12,1210
2024-01-23 11:30:12,1190
2024-01-23 11:40:13,1165
2024-01-23 11:50:12,1155
2024-01-23 12:00:12,1185
2024-01-23 12:10:13,1255
2024-01-23 12:20:12,1330
2024-01-23 12:30:12,1470
2024-01-23 12:40:13,1615
2024-01-23 12:50:12,1750
2024-01-23 13:00:12,1830
2024-01-23 13:10:13,2015
2024-01-23 13:20:12,2190
2024-01-23 13:30:13,2430
2024-01-23 13:40:12,2630
2024-01-23 13:50:12,2825
2024-01-23 14:00:13,3055
2024-01-23 14:10:13,3235
2024-01-23 14:20:13,3415
2024-01-23 22:30:13,3745
2024-01-23 22:40:13,3595
2024-01-23 22:50:12,3460
2024-01-23 23:00:12,3295
2024-01-23 23:10:13,3135
2024-01-23 23:20:13,3005
2024-01-23 23:30:12,2875
2024-01-23 23:40:13,2740
2024-01-23 23:50:13,2620
2024-01-24 00:00:12,2545
2024-01-24 00:10:13,2495
2024-01-24 00:20:13,2465
2024-01-24 00:30:12,2535
2024-01-24 00:40:13,2580
2024-01-24 00:50:13,2680
2024-01-24 01:00:12,2705
2024-01-24 01:10:13,2795
2024-01-24 01:20:13,2910
2024-01-24 01:30:12,2955
2024-01-24 01:40:12,3110
2024-01-24 01:50:13,3265
2024-01-24 02:00:12,3415
2024-01-24 02:10:12,3615
2024-01-24 02:20:13,3685
2024-01-24 10:30:12,3815
2024-01-24 10:40:13,3515
2024-01-24 10:50:13,3270
2024-01-24 11:00:12,3000
2024-01-24 11:10:13,2700
2024-01-24 11:20:13,2415
2024-01-24 11:30:12,2185
2024-01-24 11:40:13,1980
2024-01-24 11:50:13,1760
2024-01-24 12:00:12,1550
2024-01-24 12:10:12,1395
2024-01-24 12:20:13,1270
2024-01-24 12:30:12,1185
2024-01-24 12:40:12,1090
2024-01-24 12:50:13,1070
2024-01-24 13:00:13,1075
2024-01-24 13:10:12,1140
2024-01-24 13:20:13,1210
2024-01-24 13:30:13,1330
2024-01-24 13:40:12,1470
2024-01-24 13:50:12,1630
2024-01-24 14:00:13,1805
2024-01-24 14:10:12,1940
2024-01-24 14:20:13,2085
2024-01-24 22:30:13,1915
2024-01-24 22:40:13,1750
2024-01-24 22:50:12,1620
2024-01-24 23:00:13,1525
2024-01-24 23:10:13,1430
2024-01-24 23:20:12,1365
2024-01-24 23:30:13,1295
2024-01-24 23:40:13,1275
2024-01-24 23:50:12,1280
2024-01-25 00:00:13,1285
2024-01-25 00:10:12,1235
2024-01-25 00:20:12,1190
2024-01-25 00:30:13,1150
2024-01-25 00:40:12,1155
2024-01-25 00:50:12,1175
2024-01-25 01:00:13,1185
2024-01-25 01:10:12,1215
2024-01-25 01:20:12,1255
2024-01-25 01:30:13,1375
2024-01-25 01:40:12,1465
2024-01-25 01:50:12,1565
2024-01-25 02:00:13,1745
2024-01-25 02:10:13,1805
2024-01-25 02:20:12,1935
2024-01-25 02:30:13,2105
2024-01-25 02:40:12,2315
2024-01-25 02:50:13,2505
2024-01-25 03:00:13,2705
2024-01-25 03:10:12,2905
2024-01-25 03:20:12,3080
2024-01-25 11:30:13,3000
2024-01-25 11:40:12,2850
2024-01-25 11:50:13,2705
2024-01-25 12:00:13,2550
2024-01-25 12:10:13,2435
2024-01-25 12:20:13,2270
2024-01-25 12:30:12,2105
2024-01-25 12:40:13,1945
2024-01-25 12:50:12,1790
2024-01-25 13:00:12,1675
2024-01-25 13:10:13,1550
2024-01-25 13:20:12,1490
2024-01-25 13:30:13,1420
2024-01-25 13:40:13,1385
2024-01-25 13:50:12,1425
2024-01-25 14:00:13,1475
2024-01-25 14:10:13,1585
2024-01-25 14:20:12,1715
2024-01-25 14:30:13,1880
2024-01-25 14:40:13,2075
2024-01-25 14:50:12,2190
2024-01-25 15:00:13,2305
2024-01-25 15:10:13,2505
2024-01-25 15:20:12,2735
2024-01-25 23:30:12,3505
2024-01-25 23:40:12,3320
2024-01-25 23:50:13,3165
2024-01-26 00:00:13,3010
2024-01-26 00:10:12,2870
2024-01-26 00:20:13,2710
2024-01-26 00:30:13,2545
2024-01-26 00:40:12,2425
2024-01-26 00:50:12,2265
2024-01-26 01:00:13,2100
2024-01-26 01:10:12,1920
2024-01-26 01:20:12,1765
2024-01-26 01:30:13,1635
2024-01-26 01:40:12,1515
2024-01-26 01:50:12,1435
2024-01-26 02:00:13,1425
2024-01-26 02:10:13,1465
2024-01-26 02:20:12,1550
2024-01-26 02:30:13,1680
2024-01-26 02:40:13,1840
2024-01-26 02:50:12,2025
2024-01-26 03:00:13,2170
2024-01-26 03:10:13,2255
2024-01-26 03:20:12,2455
2024-01-26 03:30:13,2655
2024-01-26 03:40:12,2895
2024-01-26 03:50:13,3100
2024-01-26 04:00:13,3330
2024-01-26 04:10:12,3535
2024-01-26 04:20:13,3690
2024-01-26 12:30:12,3230
2024-01-26 12:40:13,2830
2024-01-26 12:50:13,2515
2024-01-26 13:00:12,2185
2024-01-26 13:10:13,1855
2024-01-26 13:20:13,1545
2024-01-26 13:30:12,1300
2024-01-26 13:40:13,1120
2024-01-26 13:50:12,955
2024-01-26 14:00:13,810
2024-01-26 14:10:12,710
2024-01-26 14:20:12,665
2024-01-26 14:30:13,680
2024-01-26 14:40:12,755
2024-01-26 14:50:12,830
2024-01-26 15:00:13,930
2024-01-26 15:10:12,1035
2024-01-26 15:20:13,1235
2024-01-26 15:30:12,1455
2024-01-26 15:40:12,1700
2024-01-26 15:50:13,1920
2024-01-26 16:00:12,2085
2024-01-26 16:10:13,2235
2024-01-26 16:20:13,2440
2024-01-27 00:30:12,1825
2024-01-27 00:40:13,1715
2024-01-27 00:50:13,1645
2024-01-27 01:00:12,1595
2024-01-27 01:10:13,1560
2024-01-27 01:20:13,1565
2024-01-27 01:30:12,1540
2024-01-27 01:40:13,1490
2024-01-27 01:50:13,1410
2024-01-27 02:00:12,1350
2024-01-27 02:10:13,1285
2024-01-27 02:20:13,1265
2024-01-27 02:30:13,1280
2024-01-27 02:40:13,1375
2024-01-27 02:50:12,1510
2024-01-27 03:00:13,1665
2024-01-27 03:10:13,1765
2024-01-27 03:20:12,1915
2024-01-27 03:30:13,2045
2024-01-27 03:40:13,2125
2024-01-27 03:50:12,2310
2024-01-27 04:00:13,2550
2024-01-27 04:10:12,2770
2024-01-27 04:20:13,2990
2024-01-27 04:30:13,3180
2024-01-27 04:40:12,3390
2024-01-27 04:50:13,3570
2024-01-27 13:00:12,2995
2024-01-27 13:10:13,2790
2024-01-27 13:20:13,2590
2024-01-27 13:30:13,2400
2024-01-27 13:40:13,2195
2024-01-27 13:50:12,1985
2024-01-27 14:00:12,1770
2024-01-27 14:10:13,1570
2024-01-27 14:20:12,1390
2024-01-27 14:30:12,1260
2024-01-27 14:40:13,1160
2024-01-27 14:50:12,1095
2024-01-27 15:00:13,1100
2024-01-27 15:10:13,1150
2024-01-27 15:20:13,1220
2024-01-27 15:30:13,1285
2024-01-27 15:40:12,1400
2024-01-27 15:50:13,1580
2024-01-27 16:00:13,1820
2024-01-27 16:10:12,2030
2024-01-27 16:20:13,2185
2024-01-27 16:30:12,2300
2024-01-27 16:40:12,2515
2024-01-27 16:50:13,2730
2024-01-28 01:00:12,2580
2024-01-28 01:10:13,2480
2024-01-28 01:20:13,2345
2024-01-28 01:30:12,2200
2024-01-28 01:40:13,2055
2024-01-28 01:50:13,1960
2024-01-28 02:00:12,1865
2024-01-28 02:10:13,1695
2024-01-28 02:20:12,1520
2024-01-28 02:30:12,1370
2024-01-28 02:40:13,1265
2024-01-28 02:50:13,1185
2024-01-28 03:00:12,1125
2024-01-28 03:10:13,1105
2024-01-28 03:20:13,1155
2024-01-28 03:30:12,1265
2024-01-28 03:40:13,1410
2024-01-28 03:50:13,1555
2024-01-28 04:00:12,1720
2024-01-28 04:10:13,1900
2024-01-28 04:20:13,2120
2024-01-28 04:30:12,2235
2024-01-28 04:40:13,2370
2024-01-28 04:50:12,2590
2024-01-28 05:00:12,2830
2024-01-28 05:10:13,3075
2024-01-28 05:20:12,3300
2024-01-28 05:30:12,3490
2024-01-28 05:40:13,3665
2024-01-28 05:50:12,3870
2024-01-28 14:00:13,2615
2024-01-28 14:10:12,2410
2024-01-28 14:20:13,2165
2024-01-28 14:30:13,1950
2024-01-28 14:40:13,1730
2024-01-28 14:50:13,1560
2024-01-28 15:00:12,1455
2024-01-28 15:10:13,1370
2024-01-28 15:20:13,1285
2024-01-28 15:30:12,1250
2024-01-28 15:40:12,1260
2024-01-28 15:50:13,1320
2024-01-28 16:00:12,1430
2024-01-28 16:10:13,1565
2024-01-28 16:20:13,1720
2024-01-28 16:30:12,1935
2024-01-28 16:40:13,2140
2024-01-28 16:50:13,2275
2024-01-28 17:00:12,2420
2024-01-28 17:10:13,2635
2024-01-28 17:20:13,2870
2024-01-28 17:30:12,3090
2024-01-28 17:40:13,3330
2024-01-28 17:50:13,3520
2024-01-29 02:00:12,2380
2024-01-29 02:10:12,2245
2024-01-29 02:20:13,2090
2024-01-29 02:30:13,1920
2024-01-29 02:40:13,1755
2024-01-29 02:50:12,1610
2024-01-29 03:00:12,1475
2024-01-29 03:10:13,1345
2024-01-29 03:20:12,1240
2024-01-29 03:30:12,1205
2024-01-29 03:40:13,1225
2024-01-29 03:50:12,1255
2024-01-29 04:00:12,1310
2024-01-29 04:10:13,1425
2024-01-29 04:20:12,1610
2024-01-29 04:30:13,1785
2024-01-29 04:40:12,1985
2024-01-29 04:50:13,2160
2024-01-29 05:00:13,2250
2024-01-29 05:10:12,2415
2024-01-29 05:20:13,2650
2024-01-29 13:30:12,2530
2024-01-29 13:40:13,2380
2024-01-29 13:50:12,2230
2024-01-29 14:00:13,2045
2024-01-29 14:10:12,1870
2024-01-29 14:20:13,1725
2024-01-29 14:30:13,1585
2024-01-29 14:40:13,1425
2024-01-29 14:50:13,1245
2024-01-29 15:00:12,1065
2024-01-29 15:10:13,915
2024-01-29 15:20:13,820
2024-01-29 15:30:12,745
2024-01-29 15:40:13,700
2024-01-29 15:50:17,675
2024-01-29 16:00:12,735
2024-01-29 16:10:13,825
2024-01-29 16:20:13,955
2024-01-29 16:30:12,1105
2024-01-29 16:40:13,1280
2024-01-29 16:50:12,1505
2024-01-29 17:00:13,1710
2024-01-29 17:10:14,1925
2024-01-29 17:20:12,2110
2024-01-29 17:30:13,2210
2024-01-29 17:40:12,2395
2024-01-29 17:50:13,2615
2024-01-30 02:00:12,2755
2024-01-30 02:10:13,2620
2024-01-30 02:20:13,2480
2024-01-30 02:30:13,2380
2024-01-30 02:40:13,2235
2024-01-30 02:50:12,2060
2024-01-30 03:00:13,1930
2024-01-30 03:10:13,1810
2024-01-30 03:20:13,1685
2024-01-30 03:30:13,1555
2024-01-30 03:40:13,1395
2024-01-30 03:50:14,1280
2024-01-30 04:00:12,1230
2024-01-30 04:10:13,1255
2024-01-30 04:20:13,1265
2024-01-30 04:30:13,1315
2024-01-30 04:40:17,1420
2024-01-30 04:50:13,1585
2024-01-30 05:00:13,1770
2024-01-30 05:10:13,1975
2024-01-30 05:20:13,2165
2024-01-30 14:00:12,3915
2024-01-30 14:10:13,3695
2024-01-30 14:20:12,3460
2024-01-30 14:30:13,3225
2024-01-30 14:40:12,2995
2024-01-30 14:50:13,2780
2024-01-30 15:00:12,2540
2024-01-30 15:10:14,2315
2024-01-30 15:20:12,2090
2024-01-30 15:30:13,1855
2024-01-30 15:40:12,1635
2024-01-30 15:50:13,1490
2024-01-30 16:00:12,1355
2024-01-30 16:10:14,1255
2024-01-30 16:20:13,1185
2024-01-30 16:30:13,1165
2024-01-30 16:40:15,1195
2024-01-30 16:50:13,1230
2024-01-30 17:00:13,1315
2024-01-30 17:10:13,1445
2024-01-30 17:20:13,1635
2024-01-30 17:30:13,1855
2024-01-30 17:40:13,2060
2024-01-30 17:50:12,2285
2024-01-31 02:00:13,3035
2024-01-31 02:10:12,2860
2024-01-31 02:20:13,2720
2024-01-31 02:30:15,2590
2024-01-31 02:40:12,2505
2024-01-31 02:50:13,2375
2024-01-31 03:00:12,2265
2024-01-31 03:10:13,2140
2024-01-31 03:20:12,2030
2024-01-31 03:30:13,1925
2024-01-31 03:40:13,1830
2024-01-31 03:50:13,1715
2024-01-31 04:00:12,1585
2024-01-31 04:10:12,1480
2024-01-31 04:20:14,1415
2024-01-31 04:30:13,1345
2024-01-31 04:40:13,1355
2024-01-31 04:50:12,1380
2024-01-31 05:00:13,1465
2024-01-31 05:10:14,1575
2024-01-31 05:20:13,1715
2024-01-31 05:30:13,1870
2024-01-31 05:40:13,2060
2024-01-31 05:50:13,2250
2024-01-31 06:00:13,2390
2024-01-31 06:10:13,2510
2024-01-31 06:20:13,2720
2024-01-31 06:30:15,2955
2024-01-31 06:40:12,3200
2024-01-31 14:50:13,3545
2024-01-31 15:00:13,3375
2024-01-31 15:10:17,3205
2024-01-31 15:20:12,3050
2024-01-31 15:30:14,2850
2024-01-31 15:40:12,2645
2024-01-31 15:50:13,2455
2024-01-31 16:00:17,2285
2024-01-31 16:10:13,2095
2024-01-31 16:20:13,1945
2024-01-31 16:30:13,1860
2024-01-31 16:40:13,1800
2024-01-31 16:50:13,1775
2024-01-31 17:00:13,1770
2024-01-31 17:10:17,1790
2024-01-31 17:20:13,1845
2024-01-31 17:30:15,1930
2024-01-31 17:40:13,2060
2024-01-31 17:50:13,2220
2024-01-31 18:00:14,2385
2024-01-31 18:10:12,2495
2024-01-31 18:20:13,2645
2024-01-31 18:30:12,2850
2024-01-31 18:40:14,3070
2024-01-31 18:50:14,3290
2024-02-01 03:00:13,2600
2024-02-01 03:10:15,2390
2024-02-01 03:20:17,2220
2024-02-01 03:30:13,2015
2024-02-01 03:40:13,1790
2024-02-01 03:50:13,1555
2024-02-01 04:00:13,1320
2024-02-01 04:10:13,1090
2024-02-01 04:20:14,850
2024-02-01 04:30:13,680
2024-02-01 04:40:13,535
2024-02-01 05:00:12,370
2024-02-01 05:10:12,350
2024-02-01 05:20:12,330
2024-02-01 05:30:12,345
2024-02-01 05:50:12,560
2024-02-01 06:00:12,795
2024-02-01 06:10:13,990
2024-02-01 06:20:12,1205
2024-02-01 06:30:18,1435
2024-02-01 06:40:13,1695
2024-02-01 06:50:17,1935
2024-02-01 07:00:13,2130
2024-02-01 15:10:13,2560
2024-02-01 15:20:13,2430
2024-02-01 15:30:13,2325
2024-02-01 15:40:12,2185
2024-02-01 15:50:13,2075
2024-02-01 16:00:13,1990
2024-02-01 16:10:12,1880
2024-02-01 16:20:13,1770
2024-02-01 16:30:13,1665
2024-02-01 16:40:12,1570
2024-02-01 16:50:13,1480
2024-02-01 17:00:13,1430
2024-02-01 17:10:12,1395
2024-02-01 17:20:15,1370
2024-02-01 17:30:13,1360
2024-02-01 17:40:13,1435
2024-02-01 17:50:13,1555
2024-02-01 18:00:12,1695
2024-02-01 18:10:13,1810
2024-02-01 18:20:13,1935
2024-02-01 18:30:12,2090
2024-02-01 18:40:13,2295
2024-02-01 18:50:13,2415
2024-02-01 19:00:12,2560
2024-02-01 19:10:15,2760
2024-02-02 03:20:13,3625
2024-02-02 03:30:13,3550
2024-02-02 03:40:13,810
2024-02-02 03:50:13,3395
2024-02-02 04:00:13,3300
2024-02-02 04:10:12,3195
2024-02-02 04:20:12,3035
2024-02-02 04:30:13,2945
2024-02-02 04:40:12,2855
2024-02-02 04:50:12,2775
2024-02-02 05:00:13,2670
2024-02-02 05:10:12,2565
2024-02-02 05:20:12,2455
2024-02-02 05:30:13,2340
2024-02-02 05:40:12,2245
2024-02-02 05:50:12,2205
2024-02-02 06:00:13,2185
2024-02-02 06:10:13,2200
2024-02-02 06:20:12,2240
2024-02-02 06:30:13,2340
2024-02-02 06:40:13,2520
2024-02-02 06:50:12,2645
2024-02-02 07:00:12,2785
2024-02-02 07:10:13,2950
2024-02-02 07:20:12,580
2024-02-02 07:30:13,3255
2024-02-02 15:40:13,3710
2024-02-02 15:50:12,3510
2024-02-02 16:00:12,3300
2024-02-02 16:10:13,3100
2024-02-02 16:20:12,2925
2024-02-02 16:30:12,2755
2024-02-02 16:40:13,2610
2024-02-02 16:50:13,2425
2024-02-02 17:00:12,2285
2024-02-02 17:10:13,2090
2024-02-02 17:20:13,1935
2024-02-02 17:30:12,1795
2024-02-02 17:40:13,1685
2024-02-02 17:50:13,1615
2024-02-02 18:00:12,1575
2024-02-02 18:10:12,1545
2024-02-02 18:20:13,1575
2024-02-02 18:30:12,1660
2024-02-02 18:40:12,1750
2024-02-02 18:50:13,1835
2024-02-02 19:00:12,1965
2024-02-02 19:10:13,2130
2024-02-02 19:20:13,2325
2024-02-02 19:30:13,2470
2024-02-03 03:40:13,2835
2024-02-03 03:50:12,2700
2024-02-03 04:00:13,2605
2024-02-03 04:10:13,2500
2024-02-03 04:20:12,2450
2024-02-03 04:30:12,2305
2024-02-03 04:40:13,2225
2024-02-03 04:50:12,2135
2024-02-03 05:00:12,2035
2024-02-03 05:10:13,1975
2024-02-03 05:20:12,1900
2024-02-03 05:30:12,1820
2024-02-03 05:40:13,1780
2024-02-03 05:50:12,1770
2024-02-03 06:00:12,1770
2024-02-03 06:10:13,1810
2024-02-03 06:20:13,1845
2024-02-03 06:30:12,1895
2024-02-03 06:40:13,1975
2024-02-03 06:50:13,2070
2024-02-03 07:00:12,2195
2024-02-03 07:10:12,2380
2024-02-03 07:20:13,2445
2024-02-03 07:30:13,2560
2024-02-03 07:40:12,2730
2024-02-03 15:50:12,3835
2024-02-03 16:00:13,3640
2024-02-03 16:10:13,3445
2024-02-03 16:20:12,3255
2024-02-03 16:30:12,3085
2024-02-03 16:40:13,2935
2024-02-03 16:50:12,2785
2024-02-03 17:00:12,2660
2024-02-03 17:10:13,2535
2024-02-03 17:20:12,2420
2024-02-03 17:30:13,2285
2024-02-03 17:40:13,2150
2024-02-03 17:50:12,2050
2024-02-03 18:00:13,1940
2024-02-03 18:10:12,1860
2024-02-03 18:20:13,1800
2024-02-03 18:30:13,1730
2024-02-03 18:40:12,1715
2024-02-03 18:50:12,1710
2024-02-03 19:00:13,1785
2024-02-03 19:10:12,1865
2024-02-03 19:20:13,1980
2024-02-03 19:30:13,2090
2024-02-03 19:40:12,2215
2024-02-03 19:50:13,2360
2024-02-03 20:00:13,2450
2024-02-03 20:10:12,2615
2024-02-03 20:20:13,2760
2024-02-04 04:30:13,3160
